"N1","N2","POS1","POS2","Freq"
"いる","言う","動詞-動詞","非自立-自立",8
"いる","新型","動詞-名詞","非自立-一般",8
"きっかけ","なる","名詞-動詞","一般-自立",8
"こと","可能","名詞-名詞","非自立-形容動詞語幹",8
"こと","求める","名詞-動詞","非自立-自立",8
"こと","大事","名詞-名詞","非自立-形容動詞語幹",8
"こと","知る","名詞-動詞","非自立-自立",8
"これ","私","名詞-名詞","代名詞-代名詞",8
"する","1","動詞-名詞","自立-数",8
"する","ほしい","動詞-形容詞","自立-非自立",8
"する","際","動詞-名詞","自立-非自立",8
"する","私","動詞-名詞","自立-代名詞",8
"する","自分","動詞-名詞","自立-一般",8
"たくさん","ある","名詞-動詞","副詞可能-自立",8
"たち","生活","名詞-名詞","接尾-サ変接続",8
"できる","いる","動詞-動詞","自立-非自立",8
"なる","しれる","動詞-動詞","自立-自立",8
"なる","可能","動詞-名詞","自立-形容動詞語幹",8
"の","今回","名詞-名詞","非自立-副詞可能",8
"もの","考える","名詞-動詞","非自立-自立",8
"よう","思う","名詞-動詞","非自立-自立",8
"よう","取り組み","名詞-名詞","非自立-一般",8
"れる","よう","動詞-名詞","接尾-非自立",8
"グラフ","見る","名詞-動詞","一般-自立",8
"コロナ","影響","名詞-名詞","一般-サ変接続",8
"ホームページ","こちら","名詞-名詞","一般-代名詞",8
"ライブ","授業","名詞-名詞","一般-サ変接続",8
"愛","育む","名詞-動詞","接尾-自立",8
"以下","よう","名詞-名詞","非自立-非自立",8
"以上","人口","名詞-名詞","非自立-一般",8
"円","券","名詞-名詞","接尾-接尾",8
"応援","する","名詞-動詞","サ変接続-自立",8
"家庭","内","名詞-名詞","一般-接尾",8
"貝","本","名詞-名詞","一般-一般",8
"外","就職","名詞-名詞","接尾-サ変接続",8
"拡大","する","名詞-動詞","サ変接続-自立",8
"学び","場","名詞-名詞","一般-一般",8
"活動","行う","名詞-動詞","サ変接続-自立",8
"活動","自粛","名詞-名詞","サ変接続-サ変接続",8
"株式会社","鳥取","名詞-名詞","一般-固有名詞",8
"完全","失業","名詞-名詞","形容動詞語幹-サ変接続",8
"看護","師","名詞-名詞","サ変接続-接尾",8
"関係","者","名詞-名詞","サ変接続-接尾",8
"岩美","町","名詞-名詞","固有名詞-接尾",8
"企業","誘致","名詞-名詞","一般-サ変接続",8
"期間","中","名詞-名詞","一般-接尾",8
"機能","する","名詞-動詞","サ変接続-自立",8
"記事","鳥取","名詞-名詞","一般-固有名詞",8
"技術","革新","名詞-名詞","一般-サ変接続",8
"共通","する","名詞-動詞","サ変接続-自立",8
"協力","者","名詞-名詞","サ変接続-接尾",8
"金","助成","名詞-名詞","接尾-サ変接続",8
"金","制度","名詞-名詞","接尾-一般",8
"形","する","名詞-動詞","一般-自立",8
"献血","協力","名詞-名詞","サ変接続-サ変接続",8
"県","共働き","名詞-名詞","接尾-サ変接続",8
"県","取り組み","名詞-名詞","接尾-一般",8
"県","全体","名詞-名詞","接尾-副詞可能",8
"県","鳥取","名詞-名詞","接尾-固有名詞",8
"見える","壁","動詞-名詞","自立-一般",8
"言う","いる","動詞-動詞","自立-非自立",8
"言える","鳥取","動詞-名詞","自立-固有名詞",8
"交換","する","名詞-動詞","サ変接続-自立",8
"考える","こと","動詞-名詞","自立-非自立",8
"今","日本","名詞-名詞","副詞可能-固有名詞",8
"今回","コロナ","名詞-名詞","副詞可能-一般",8
"最後","鳥取","名詞-名詞","一般-固有名詞",8
"作る","いく","動詞-動詞","自立-非自立",8
"指す","例文","動詞-名詞","自立-一般",8
"持つ","こと","動詞-名詞","自立-非自立",8
"自然","保育","名詞-名詞","形容動詞語幹-サ変接続",8
"者","側","名詞-名詞","接尾-接尾",8
"者","多い","名詞-形容詞","接尾-自立",8
"若い","世代","形容詞-名詞","自立-一般",8
"受ける","こと","動詞-名詞","自立-非自立",8
"終了","する","名詞-動詞","サ変接続-自立",8
"集中","力","名詞-名詞","サ変接続-接尾",8
"重視","する","名詞-動詞","サ変接続-自立",8
"女性","負担","名詞-名詞","一般-サ変接続",8
"浸透","する","名詞-動詞","サ変接続-自立",8
"人手","不足","名詞-名詞","一般-サ変接続",8
"制度","ある","名詞-動詞","一般-自立",8
"整理","整頓","名詞-名詞","サ変接続-サ変接続",8
"生活","する","名詞-動詞","サ変接続-自立",8
"説明","会","名詞-名詞","サ変接続-接尾",8
"宣言","解除","名詞-名詞","サ変接続-サ変接続",8
"増える","くる","動詞-動詞","自立-非自立",8
"促進","する","名詞-動詞","サ変接続-自立",8
"多い","よう","形容詞-名詞","自立-非自立",8
"対応","できる","名詞-動詞","サ変接続-自立",8
"大手","企業","名詞-名詞","一般-一般",8
"地域","住民","名詞-名詞","一般-一般",8
"地方","創","名詞-名詞","一般-固有名詞",8
"中心","なる","名詞-動詞","一般-自立",8
"鳥取","県知事","名詞-名詞","固有名詞-一般",8
"鳥取","魅力","名詞-名詞","固有名詞-一般",8
"日本","全国","名詞-名詞","固有名詞-一般",8
"発展","する","名詞-動詞","サ変接続-自立",8
"分かる","通り","動詞-名詞","自立-一般",8
"平成","30","名詞-名詞","固有名詞-数",8
"保育","認証","名詞-名詞","サ変接続-サ変接続",8
"縫製","業","名詞-名詞","サ変接続-接尾",8
"本","氏","名詞-名詞","一般-接尾",8
"理解","する","名詞-動詞","サ変接続-自立",8
"率","上昇","名詞-名詞","接尾-サ変接続",8
"1","億","名詞-名詞","数-数",7
"2015","年","名詞-名詞","数-接尾",7
"27","年","名詞-名詞","数-接尾",7
"28","年","名詞-名詞","数-接尾",7
"29","年","名詞-名詞","数-接尾",7
"30","年","名詞-名詞","数-接尾",7
"31","日","名詞-名詞","数-接尾",7
"5","%","名詞-名詞","数-サ変接続",7
"5000","円","名詞-名詞","数-接尾",7
"6",",","名詞-名詞","数-サ変接続",7
"7","/","名詞-名詞","数-サ変接続",7
"JP","ツーウェイコンタクト","名詞-名詞","固有名詞-一般",7
"ある","これ","動詞-名詞","自立-代名詞",7
"ある","方","動詞-名詞","自立-非自立",7
"いく","考える","動詞-動詞","非自立-自立",7
"いる","それ","動詞-名詞","非自立-代名詞",7
"いる","記事","動詞-名詞","非自立-一般",7
"いる","今後","動詞-名詞","非自立-副詞可能",7
"いる","時間","動詞-名詞","自立-副詞可能",7
"いる","質問","動詞-名詞","非自立-サ変接続",7
"いる","全国","動詞-名詞","非自立-一般",7
"お伝え","する","名詞-動詞","サ変接続-自立",7
"くる","の","動詞-名詞","非自立-非自立",7
"くる","思う","動詞-動詞","非自立-自立",7
"こと","思う","名詞-動詞","非自立-自立",7
"こと","重要","名詞-名詞","非自立-形容動詞語幹",7
"こと","人口","名詞-名詞","非自立-一般",7
"こと","地域","名詞-名詞","非自立-一般",7
"こと","挑戦","名詞-名詞","非自立-サ変接続",7
"これ","鳥取","名詞-名詞","代名詞-固有名詞",7
"する","いける","動詞-動詞","自立-非自立",7
"する","日本","動詞-名詞","自立-固有名詞",7
"たばこ","税","名詞-名詞","一般-一般",7
"っ子","夏","名詞-名詞","接尾-一般",7
"できる","なる","動詞-動詞","自立-自立",7
"なす","れる","動詞-動詞","自立-接尾",7
"なる","傾向","動詞-名詞","自立-一般",7
"の","それ","名詞-名詞","非自立-代名詞",7
"の","現状","名詞-名詞","非自立-一般",7
"まとめる","グラフ","動詞-名詞","自立-一般",7
"みる","の","動詞-名詞","非自立-非自立",7
"もたらす","効果","動詞-名詞","自立-一般",7
"よう","状況","名詞-名詞","非自立-一般",7
"れる","もの","動詞-名詞","接尾-非自立",7
"コール","センター","名詞-名詞","固有名詞-一般",7
"サービス","業","名詞-名詞","サ変接続-接尾",7
"チャン","ネル","名詞-名詞","固有名詞-一般",7
"ツーウェイコンタクト","株式会社","名詞-名詞","一般-一般",7
"バス","維持","名詞-名詞","一般-サ変接続",7
"ビジネス","用語","名詞-名詞","一般-一般",7
"フォーカス","する","名詞-動詞","一般-自立",7
"フォン","利用","名詞-名詞","一般-サ変接続",7
"レス","ポイント","名詞-名詞","サ変接続-一般",7
"安部","っ子","名詞-名詞","固有名詞-接尾",7
"医療","費","名詞-名詞","一般-接尾",7
"運営","する","名詞-動詞","サ変接続-自立",7
"化","図る","名詞-動詞","接尾-自立",7
"夏","祭り","名詞-名詞","固有名詞-一般",7
"回","目","名詞-名詞","接尾-接尾",7
"拡大","防止","名詞-名詞","サ変接続-サ変接続",7
"基本","調査","名詞-名詞","一般-サ変接続",7
"気","する","名詞-動詞","非自立-自立",7
"教える","くださる","動詞-動詞","自立-非自立",7
"興味","持つ","名詞-動詞","一般-自立",7
"琴浦","町","名詞-名詞","固有名詞-接尾",7
"型","雇用","名詞-名詞","接尾-サ変接続",7
"型","新しい","名詞-形容詞","接尾-自立",7
"月","31","名詞-名詞","一般-数",7
"月","一","名詞-名詞","一般-数",7
"建設","業","名詞-名詞","サ変接続-接尾",7
"県","イメージ","名詞-名詞","接尾-サ変接続",7
"県","市町村","名詞-名詞","接尾-一般",7
"県","新型","名詞-名詞","接尾-一般",7
"県","東部","名詞-名詞","接尾-固有名詞",7
"見る","分かる","動詞-動詞","自立-自立",7
"減少","問題","名詞-名詞","サ変接続-ナイ形容詞語幹",7
"効果","ある","名詞-動詞","一般-自立",7
"考える","上","動詞-名詞","自立-非自立",7
"購入","する","名詞-動詞","サ変接続-自立",7
"三","次","名詞-名詞","数-接尾",7
"参考","する","名詞-動詞","サ変接続-自立",7
"使用","する","名詞-動詞","サ変接続-自立",7
"子育て","する","名詞-動詞","サ変接続-自立",7
"支援","策","名詞-名詞","サ変接続-接尾",7
"質問","鳥取","名詞-名詞","サ変接続-固有名詞",7
"実践","例","名詞-名詞","サ変接続-一般",7
"就職","先","名詞-名詞","サ変接続-接尾",7
"出店","する","名詞-動詞","サ変接続-自立",7
"松葉","ガニ","名詞-名詞","一般-接尾",7
"消費","税","名詞-名詞","サ変接続-一般",7
"心","過疎","名詞-名詞","一般-一般",7
"振興","券","名詞-名詞","サ変接続-接尾",7
"身","つける","名詞-動詞","一般-自立",7
"進む","いる","動詞-動詞","自立-非自立",7
"人口","割合","名詞-名詞","一般-一般",7
"人材","育成","名詞-名詞","一般-サ変接続",7
"生きる","いる","動詞-動詞","自立-非自立",7
"説明","する","名詞-動詞","サ変接続-自立",7
"想像","する","名詞-動詞","サ変接続-自立",7
"想定","する","名詞-動詞","サ変接続-自立",7
"増える","こと","動詞-名詞","自立-非自立",7
"増やす","こと","動詞-名詞","自立-非自立",7
"続ける","いる","動詞-動詞","非自立-非自立",7
"村岡","オーガニック","名詞-名詞","固有名詞-一般",7
"多い","思う","形容詞-動詞","自立-自立",7
"大山","チャン","名詞-名詞","固有名詞-固有名詞",7
"地域","経済","名詞-名詞","一般-一般",7
"調査","よる","名詞-動詞","サ変接続-自立",7
"鳥取","型","名詞-名詞","固有名詞-接尾",7
"通う","いる","動詞-動詞","自立-非自立",7
"通り","鳥取","名詞-名詞","一般-固有名詞",7
"低下","する","名詞-動詞","サ変接続-自立",7
"定義","する","名詞-動詞","サ変接続-自立",7
"定量","情報","名詞-名詞","一般-一般",7
"提案","する","名詞-動詞","サ変接続-自立",7
"提示","する","名詞-動詞","サ変接続-自立",7
"得る","られる","動詞-動詞","自立-接尾",7
"特徴","的","名詞-名詞","一般-接尾",7
"読む","いただく","動詞-動詞","自立-非自立",7
"読書","もたらす","名詞-動詞","サ変接続-自立",7
"内","女性","名詞-名詞","接尾-一般",7
"南部","町","名詞-名詞","固有名詞-接尾",7
"日常","生活","名詞-名詞","一般-サ変接続",7
"日南","市","名詞-名詞","固有名詞-接尾",7
